Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (GO)	Gene ontology (molecular function)	Gene ontology IDs	Gene names  (ordered locus )
A0A0M0JNL6	A0A0M0JNL6_9EUKA	unreviewed	Serine threonine protein kinase	Ctob_007658	Chrysochromulina tobinii	450			ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524	
A0A0M0J660	A0A0M0J660_9EUKA	unreviewed	Uncharacterized protein	Ctob_006273	Chrysochromulina tobinii	278		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0K401	A0A0M0K401_9EUKA	unreviewed	Uncharacterized protein	Ctob_007186	Chrysochromulina tobinii	186						
A0A0M0K064	A0A0M0K064_9EUKA	unreviewed	EamA domain-containing protein	Ctob_004798	Chrysochromulina tobinii	469		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0JTK8	A0A0M0JTK8_9EUKA	unreviewed	Uncharacterized protein	Ctob_009434	Chrysochromulina tobinii	400						
A0A0M0K5L6	A0A0M0K5L6_9EUKA	unreviewed	Uncharacterized protein	Ctob_008787	Chrysochromulina tobinii	1416			oxidoreductase activity [GO:0016491]	oxidoreductase activity [GO:0016491]	GO:0016491	
A0A0M0JWB8	A0A0M0JWB8_9EUKA	unreviewed	Cephalosporin hydroxylase	Ctob_006047	Chrysochromulina tobinii	135						
A0A0M0K3A3	A0A0M0K3A3_9EUKA	unreviewed	Uncharacterized protein	Ctob_012148	Chrysochromulina tobinii	268						
A0A0M0JYX8	A0A0M0JYX8_9EUKA	unreviewed	Uncharacterized protein	Ctob_012943	Chrysochromulina tobinii	544		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0K9P9	A0A0M0K9P9_9EUKA	unreviewed	Uncharacterized protein	Ctob_014683	Chrysochromulina tobinii	192						
A0A0M0JVK2	A0A0M0JVK2_9EUKA	unreviewed	DNA-binding protein bin4	Ctob_006111	Chrysochromulina tobinii	257	DNA endoreduplication [GO:0042023]	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex [GO:0009330]	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex [GO:0009330]; double-stranded DNA binding [GO:0003690]; DNA endoreduplication [GO:0042023]	double-stranded DNA binding [GO:0003690]	GO:0003690; GO:0009330; GO:0042023	
A0A0M0JR65	A0A0M0JR65_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_012850	Chrysochromulina tobinii	93						
A0A0M0J7G0	A0A0M0J7G0_9EUKA	unreviewed	Uncharacterized protein	Ctob_003696	Chrysochromulina tobinii	162						
A0A0M0JGB3	A0A0M0JGB3_9EUKA	unreviewed	Uncharacterized protein	Ctob_003633	Chrysochromulina tobinii	173						
A0A0M0JXB3	A0A0M0JXB3_9EUKA	unreviewed	Zinc finger protein 622	Ctob_011455	Chrysochromulina tobinii	375						
A0A0M0JDV7	A0A0M0JDV7_9EUKA	unreviewed	Uncharacterized protein	Ctob_006306	Chrysochromulina tobinii	128		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0JPF9	A0A0M0JPF9_9EUKA	unreviewed	Membrane protein	Ctob_014433	Chrysochromulina tobinii	315		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0JKL5	A0A0M0JKL5_9EUKA	unreviewed	Uncharacterized protein	Ctob_012462	Chrysochromulina tobinii	522						
A0A0M0K226	A0A0M0K226_9EUKA	unreviewed	Para-aminobenzoate synthase	Ctob_008405	Chrysochromulina tobinii	632	biosynthetic process [GO:0009058]		catalytic activity [GO:0003824]; biosynthetic process [GO:0009058]	catalytic activity [GO:0003824]	GO:0003824; GO:0009058	
A0A0M0JNJ8	A0A0M0JNJ8_9EUKA	unreviewed	Cyclic nucleotide-binding domain-containing protein	Ctob_014222	Chrysochromulina tobinii	289						
A0A0M0JFX4	A0A0M0JFX4_9EUKA	unreviewed	YL1_C domain-containing protein	Ctob_012001	Chrysochromulina tobinii	142						
A0A0M0K4I8	A0A0M0K4I8_9EUKA	unreviewed	Aldehyde dehydrogenase	Ctob_013031	Chrysochromulina tobinii	465			oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]	GO:0016620	
A0A0M0JZC5	A0A0M0JZC5_9EUKA	unreviewed	Sodium-coupled neutral amino acid transporter	Ctob_008331	Chrysochromulina tobinii	397		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0K9D6	A0A0M0K9D6_9EUKA	unreviewed	Uncharacterized protein	Ctob_015695	Chrysochromulina tobinii	120						
A0A0M0J6I3	A0A0M0J6I3_9EUKA	unreviewed	VIT domain-containing protein	Ctob_002308	Chrysochromulina tobinii	841						
A0A0M0J5T6	A0A0M0J5T6_9EUKA	unreviewed	Phosphorylated carbohydrates phosphatase	Ctob_000710	Chrysochromulina tobinii	184						
A0A0M0JMV5	A0A0M0JMV5_9EUKA	unreviewed	Protein kinase domain containing protein	Ctob_007884	Chrysochromulina tobinii	425			ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524	
A0A0M0JZ43	A0A0M0JZ43_9EUKA	unreviewed	Uncharacterized protein	Ctob_011208	Chrysochromulina tobinii	422	tRNA aminoacylation for protein translation [GO:0006418]		aminoacyl-tRNA ligase activity [GO:0004812]; ATP binding [GO:0005524]; tRNA aminoacylation for protein translation [GO:0006418]	aminoacyl-tRNA ligase activity [GO:0004812]; ATP binding [GO:0005524]	GO:0004812; GO:0005524; GO:0006418	
A0A0M0K4G9	A0A0M0K4G9_9EUKA	unreviewed	Uncharacterized protein	Ctob_013037	Chrysochromulina tobinii	188						
A0A0M0JBQ3	A0A0M0JBQ3_9EUKA	unreviewed	Hemagglutinin-related protein	Ctob_006622	Chrysochromulina tobinii	747						
A0A0M0J5Z7	A0A0M0J5Z7_9EUKA	unreviewed	Membrane protein	Ctob_000966	Chrysochromulina tobinii	282		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0KBN2	A0A0M0KBN2_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_010943	Chrysochromulina tobinii	141						
A0A0M0JL73	A0A0M0JL73_9EUKA	unreviewed	Uncharacterized protein	Ctob_009996	Chrysochromulina tobinii	365		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; chloride channel activity [GO:0005254]	chloride channel activity [GO:0005254]	GO:0005254; GO:0016021	
A0A0M0LPD1	A0A0M0LPD1_9EUKA	unreviewed	Glyceraldehyde-3-phosphate dehydrogenase	Ctob_013367	Chrysochromulina tobinii	554			oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]	GO:0016620	
A0A0M0J316	A0A0M0J316_9EUKA	unreviewed	Cyclase dehydrase family	Ctob_001660	Chrysochromulina tobinii	166						
A0A0M0K408	A0A0M0K408_9EUKA	unreviewed	Eukaryotic translation initiation factor 5	Ctob_013279	Chrysochromulina tobinii	457			GTP binding [GO:0005525]; translation initiation factor activity [GO:0003743]	GTP binding [GO:0005525]; translation initiation factor activity [GO:0003743]	GO:0003743; GO:0005525	
A0A0M0JA89	A0A0M0JA89_9EUKA	unreviewed	Uncharacterized protein	Ctob_001876	Chrysochromulina tobinii	243						
A0A0M0JVD0	A0A0M0JVD0_9EUKA	unreviewed	Uncharacterized protein	Ctob_002933	Chrysochromulina tobinii	197						
A0A0M0K2P0	A0A0M0K2P0_9EUKA	unreviewed	Nucleotid_trans domain-containing protein	Ctob_007675	Chrysochromulina tobinii	743						
A0A0M0JQ45	A0A0M0JQ45_9EUKA	unreviewed	Oocyte zinc finger protein 6-like protein	Ctob_005332	Chrysochromulina tobinii	599						
A0A0M0JBP4	A0A0M0JBP4_9EUKA	unreviewed	Sodium channel protein type 2 subunit alpha	Ctob_007596	Chrysochromulina tobinii	1807	regulation of ion transmembrane transport [GO:0034765]	voltage-gated calcium channel complex [GO:0005891]	voltage-gated calcium channel complex [GO:0005891]; voltage-gated calcium channel activity [GO:0005245]; regulation of ion transmembrane transport [GO:0034765]	voltage-gated calcium channel activity [GO:0005245]	GO:0005245; GO:0005891; GO:0034765	
A0A0M0JNW3	A0A0M0JNW3_9EUKA	unreviewed	Uncharacterized protein	Ctob_011233	Chrysochromulina tobinii	438						
A0A0M0JQ93	A0A0M0JQ93_9EUKA	unreviewed	Uncharacterized protein	Ctob_010828	Chrysochromulina tobinii	217			RNA binding [GO:0003723]	RNA binding [GO:0003723]	GO:0003723	
A0A0M0JBG9	A0A0M0JBG9_9EUKA	unreviewed	Gamma-tocopherol methyltransferase	Ctob_000764	Chrysochromulina tobinii	382	methylation [GO:0032259]		methyltransferase activity [GO:0008168]; methylation [GO:0032259]	methyltransferase activity [GO:0008168]	GO:0008168; GO:0032259	
A0A0M0JZC0	A0A0M0JZC0_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_012254	Chrysochromulina tobinii	258						
A0A0M0K0S2	A0A0M0K0S2_9EUKA	unreviewed	Uncharacterized protein	Ctob_009544	Chrysochromulina tobinii	567			nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]	GO:0003676	
A0A0M0J5V3	A0A0M0J5V3_9EUKA	unreviewed	Uncharacterized protein	Ctob_000282	Chrysochromulina tobinii	373						
A0A0M0JX49	A0A0M0JX49_9EUKA	unreviewed	Uncharacterized protein	Ctob_002280	Chrysochromulina tobinii	221		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0J7R9	A0A0M0J7R9_9EUKA	unreviewed	Uncharacterized protein	Ctob_000302	Chrysochromulina tobinii	299						
A0A0M0LSA5	A0A0M0LSA5_9EUKA	unreviewed	EF-hand domain-containing protein	Ctob_012791	Chrysochromulina tobinii	429			calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	GO:0005509	
A0A0M0LRD8	A0A0M0LRD8_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_013289	Chrysochromulina tobinii	592						
A0A0M0JEK3	A0A0M0JEK3_9EUKA	unreviewed	Cysteine-rich domain-containing protein	Ctob_004147	Chrysochromulina tobinii	225						
A0A0M0JV76	A0A0M0JV76_9EUKA	unreviewed	Uncharacterized protein	Ctob_004318	Chrysochromulina tobinii	302						
A0A0M0K648	A0A0M0K648_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_010887	Chrysochromulina tobinii	252						
A0A0M0JQH6	A0A0M0JQH6_9EUKA	unreviewed	Uncharacterized protein	Ctob_012345	Chrysochromulina tobinii	2087						
A0A0M0JU23	A0A0M0JU23_9EUKA	unreviewed	Adenylate kinase	Ctob_008035	Chrysochromulina tobinii	572	nucleobase-containing compound metabolic process [GO:0006139]		ATP binding [GO:0005524]; nucleobase-containing compound kinase activity [GO:0019205]; nucleobase-containing compound metabolic process [GO:0006139]	ATP binding [GO:0005524]; nucleobase-containing compound kinase activity [GO:0019205]	GO:0005524; GO:0006139; GO:0019205	
A0A0M0KE41	A0A0M0KE41_9EUKA	unreviewed	Sel1 domain protein repeat-containing protein	Ctob_016347	Chrysochromulina tobinii	263			ubiquitin-protein transferase activity [GO:0004842]	ubiquitin-protein transferase activity [GO:0004842]	GO:0004842	
A0A0M0K7Z3	A0A0M0K7Z3_9EUKA	unreviewed	Uncharacterized protein	Ctob_013739	Chrysochromulina tobinii	268						
A0A0M0JV63	A0A0M0JV63_9EUKA	unreviewed	Uncharacterized protein	Ctob_006046	Chrysochromulina tobinii	166		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0JHX4	A0A0M0JHX4_9EUKA	unreviewed	Uncharacterized protein	Ctob_005158	Chrysochromulina tobinii	274						
A0A0M0K195	A0A0M0K195_9EUKA	unreviewed	Gcn5-related n-acetyltransferase	Ctob_014144	Chrysochromulina tobinii	278			N-acetyltransferase activity [GO:0008080]	N-acetyltransferase activity [GO:0008080]	GO:0008080	
A0A0M0JG24	A0A0M0JG24_9EUKA	unreviewed	Uncharacterized protein	Ctob_003047	Chrysochromulina tobinii	136						
A0A0M0K601	A0A0M0K601_9EUKA	unreviewed	PDZ domain-containing protein	Ctob_015169	Chrysochromulina tobinii	78						
A0A0M0JFT1	A0A0M0JFT1_9EUKA	unreviewed	Plasma membrane calcium ATPase	Ctob_010519	Chrysochromulina tobinii	175		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0JNY0	A0A0M0JNY0_9EUKA	unreviewed	Uncharacterized protein	Ctob_000826	Chrysochromulina tobinii	2239						
A0A0M0K231	A0A0M0K231_9EUKA	unreviewed	Uncharacterized protein	Ctob_008410	Chrysochromulina tobinii	719						
A0A0M0JC23	A0A0M0JC23_9EUKA	unreviewed	Thioredoxin-like protein 1 (Fragment)	Ctob_004908	Chrysochromulina tobinii	240						
A0A0M0JYF2	A0A0M0JYF2_9EUKA	unreviewed	Uncharacterized protein	Ctob_004333	Chrysochromulina tobinii	277						
A0A0M0JEX3	A0A0M0JEX3_9EUKA	unreviewed	Uncharacterized protein	Ctob_003826	Chrysochromulina tobinii	606						
A0A0M0K3L7	A0A0M0K3L7_9EUKA	unreviewed	Uncharacterized protein	Ctob_015602	Chrysochromulina tobinii	292						
A0A0M0JLL0	A0A0M0JLL0_9EUKA	unreviewed	GrpE protein homolog	Ctob_013094	Chrysochromulina tobinii	215	protein folding [GO:0006457]	mitochondrial matrix [GO:0005759]	mitochondrial matrix [GO:0005759]; adenyl-nucleotide exchange factor activity [GO:0000774]; chaperone binding [GO:0051087]; protein homodimerization activity [GO:0042803]; protein folding [GO:0006457]	adenyl-nucleotide exchange factor activity [GO:0000774]; chaperone binding [GO:0051087]; protein homodimerization activity [GO:0042803]	GO:0000774; GO:0005759; GO:0006457; GO:0042803; GO:0051087	
A0A0M0JKW8	A0A0M0JKW8_9EUKA	unreviewed	Protein serine threonine kinase	Ctob_012463	Chrysochromulina tobinii	341			ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524	
A0A0M0K8D5	A0A0M0K8D5_9EUKA	unreviewed	2-alkenal reductase	Ctob_012082	Chrysochromulina tobinii	261			serine-type endopeptidase activity [GO:0004252]	serine-type endopeptidase activity [GO:0004252]	GO:0004252	
A0A0M0J4B6	A0A0M0J4B6_9EUKA	unreviewed	ATP/GTP-binding protein-like 5 (Cytosolic carboxypeptidase-like protein 5)	Ctob_002989	Chrysochromulina tobinii	511	protein deglutamylation [GO:0035608]	midbody [GO:0030496]; nucleus [GO:0005634]; spindle [GO:0005819]	midbody [GO:0030496]; nucleus [GO:0005634]; spindle [GO:0005819]; metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270]; protein deglutamylation [GO:0035608]	metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270]	GO:0004181; GO:0005634; GO:0005819; GO:0008270; GO:0030496; GO:0035608	
A0A0M0JYF4	A0A0M0JYF4_9EUKA	unreviewed	CCT-beta	Ctob_005488	Chrysochromulina tobinii	531	protein folding [GO:0006457]	chaperonin-containing T-complex [GO:0005832]	chaperonin-containing T-complex [GO:0005832]; ATP binding [GO:0005524]; unfolded protein binding [GO:0051082]; protein folding [GO:0006457]	ATP binding [GO:0005524]; unfolded protein binding [GO:0051082]	GO:0005524; GO:0005832; GO:0006457; GO:0051082	
A0A0M0K4R2	A0A0M0K4R2_9EUKA	unreviewed	Wd40 repeat-containing protein smu1-like protein	Ctob_006961	Chrysochromulina tobinii	512						
A0A0M0J8V0	A0A0M0J8V0_9EUKA	unreviewed	Hydroxymethylglutaryl-CoA reductase (NADPH) (EC 1.1.1.34)	Ctob_006299	Chrysochromulina tobinii	428	coenzyme A metabolic process [GO:0015936]; isoprenoid biosynthetic process [GO:0008299]		hydroxymethylglutaryl-CoA reductase (NADPH) activity [GO:0004420]; coenzyme A metabolic process [GO:0015936]; isoprenoid biosynthetic process [GO:0008299]	hydroxymethylglutaryl-CoA reductase (NADPH) activity [GO:0004420]	GO:0004420; GO:0008299; GO:0015936	
A0A0M0J9U9	A0A0M0J9U9_9EUKA	unreviewed	Ubiquitin-like modifier-activating enzyme 1 isoform 2	Ctob_004745	Chrysochromulina tobinii	1012	protein ubiquitination [GO:0016567]		ATP binding [GO:0005524]; ubiquitin-like modifier activating enzyme activity [GO:0008641]; protein ubiquitination [GO:0016567]	ATP binding [GO:0005524]; ubiquitin-like modifier activating enzyme activity [GO:0008641]	GO:0005524; GO:0008641; GO:0016567	
A0A0M0K079	A0A0M0K079_9EUKA	unreviewed	Histone-binding protein rbbp4	Ctob_006452	Chrysochromulina tobinii	424		nucleus [GO:0005634]	nucleus [GO:0005634]		GO:0005634	
A0A0M0KC47	A0A0M0KC47_9EUKA	unreviewed	EF-hand domain-containing protein	Ctob_008989	Chrysochromulina tobinii	69			calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	GO:0005509	
A0A0M0KAM0	A0A0M0KAM0_9EUKA	unreviewed	Major facilitator family protein	Ctob_010180	Chrysochromulina tobinii	377		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]	transmembrane transporter activity [GO:0022857]	GO:0016021; GO:0022857	
A0A0M0KAG1	A0A0M0KAG1_9EUKA	unreviewed	Uncharacterized protein	Ctob_015517	Chrysochromulina tobinii	350						
A0A075DVS1	A0A075DVS1_9EUKA	unreviewed	Probable RuBisCO transcriptional regulator	rbcR ChtoCp_00079	Chrysochromulina tobinii	316		chloroplast [GO:0009507]	chloroplast [GO:0009507]; DNA-binding transcription factor activity [GO:0003700]	DNA-binding transcription factor activity [GO:0003700]	GO:0003700; GO:0009507	
A0A0M0JPW7	A0A0M0JPW7_9EUKA	unreviewed	Putative eh domain-containing protein	Ctob_009775	Chrysochromulina tobinii	537	endocytic recycling [GO:0032456]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; GTP binding [GO:0005525]; endocytic recycling [GO:0032456]	GTP binding [GO:0005525]	GO:0005525; GO:0005886; GO:0032456	
A0A0M0JWC8	A0A0M0JWC8_9EUKA	unreviewed	Beach domain-containing protein	Ctob_006750	Chrysochromulina tobinii	2836						
A0A0M0JKQ2	A0A0M0JKQ2_9EUKA	unreviewed	Uncharacterized protein	Ctob_004263	Chrysochromulina tobinii	750			glycosyltransferase activity [GO:0016757]	glycosyltransferase activity [GO:0016757]	GO:0016757	
A0A0M0K3A8	A0A0M0K3A8_9EUKA	unreviewed	Voltage-gated ion channel superfamily (Fragment)	Ctob_015179	Chrysochromulina tobinii	525		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; voltage-gated potassium channel activity [GO:0005249]	voltage-gated potassium channel activity [GO:0005249]	GO:0005249; GO:0016021	
A0A0M0JE05	A0A0M0JE05_9EUKA	unreviewed	Lipoyl synthase, mitochondrial (EC 2.8.1.8) (Lipoate synthase) (LS) (Lip-syn) (Lipoic acid synthase)	Ctob_006560	Chrysochromulina tobinii	392	protein lipoylation [GO:0009249]	mitochondrion [GO:0005739]	mitochondrion [GO:0005739]; 4 iron, 4 sulfur cluster binding [GO:0051539]; lipoate synthase activity [GO:0016992]; lipoyl synthase activity (acting on glycine-cleavage complex H protein [GO:0102552]; lipoyl synthase activity (acting on pyruvate dehydrogenase E2 protein) [GO:0102553]; metal ion binding [GO:0046872]; protein lipoylation [GO:0009249]	4 iron, 4 sulfur cluster binding [GO:0051539]; lipoate synthase activity [GO:0016992]; lipoyl synthase activity (acting on glycine-cleavage complex H protein [GO:0102552]; lipoyl synthase activity (acting on pyruvate dehydrogenase E2 protein) [GO:0102553]; metal ion binding [GO:0046872]	GO:0005739; GO:0009249; GO:0016992; GO:0046872; GO:0051539; GO:0102552; GO:0102553	
A0A0M0LRK8	A0A0M0LRK8_9EUKA	unreviewed	Carbon catabolite repressor protein 4-like 4 (Fragment)	Ctob_016662	Chrysochromulina tobinii	481		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; catalytic activity [GO:0003824]	catalytic activity [GO:0003824]	GO:0003824; GO:0016021	
A0A0M0JNC9	A0A0M0JNC9_9EUKA	unreviewed	Ankyrin repeat domain-containing protein 1	Ctob_003043	Chrysochromulina tobinii	981						
A0A0M0LRY7	A0A0M0LRY7_9EUKA	unreviewed	Pre-mRNA splicing factor prp46	Ctob_014149	Chrysochromulina tobinii	474						
A0A0M0JIK2	A0A0M0JIK2_9EUKA	unreviewed	Protein disulfide isomerase	Ctob_008632	Chrysochromulina tobinii	285			protein disulfide isomerase activity [GO:0003756]	protein disulfide isomerase activity [GO:0003756]	GO:0003756	
A0A0M0K7G0	A0A0M0K7G0_9EUKA	unreviewed	Protein-l-isoaspartate o-methyltransferase domain-containing protein 2 isoform 2 (Fragment)	Ctob_010270	Chrysochromulina tobinii	2972			protein-L-isoaspartate (D-aspartate) O-methyltransferase activity [GO:0004719]	protein-L-isoaspartate (D-aspartate) O-methyltransferase activity [GO:0004719]	GO:0004719	
A0A0M0J566	A0A0M0J566_9EUKA	unreviewed	Nfx1-type zinc finger-containing protein 1-like protein	Ctob_003142	Chrysochromulina tobinii	1428			helicase activity [GO:0004386]; nucleic acid binding [GO:0003676]	helicase activity [GO:0004386]; nucleic acid binding [GO:0003676]	GO:0003676; GO:0004386	
A0A0M0LP81	A0A0M0LP81_9EUKA	unreviewed	Glutathione-disulfide reductase (EC 1.8.1.7)	Ctob_011894	Chrysochromulina tobinii	423	cell redox homeostasis [GO:0045454]; glutathione metabolic process [GO:0006749]		flavin adenine dinucleotide binding [GO:0050660]; glutathione-disulfide reductase (NADPH) activity [GO:0004362]; NADP binding [GO:0050661]; cell redox homeostasis [GO:0045454]; glutathione metabolic process [GO:0006749]	flavin adenine dinucleotide binding [GO:0050660]; glutathione-disulfide reductase (NADPH) activity [GO:0004362]; NADP binding [GO:0050661]	GO:0004362; GO:0006749; GO:0045454; GO:0050660; GO:0050661	
A0A0M0LQ40	A0A0M0LQ40_9EUKA	unreviewed	Cation diffusion facilitator family	Ctob_012733	Chrysochromulina tobinii	402		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; cation transmembrane transporter activity [GO:0008324]	cation transmembrane transporter activity [GO:0008324]	GO:0008324; GO:0016021	
A0A0M0JD58	A0A0M0JD58_9EUKA	unreviewed	Uncharacterized protein	Ctob_002127	Chrysochromulina tobinii	1000						
A0A0M0JM80	A0A0M0JM80_9EUKA	unreviewed	Ankyrin_rpt-contain_dom domain-containing protein	Ctob_002608	Chrysochromulina tobinii	192						
A0A0M0J674	A0A0M0J674_9EUKA	unreviewed	Mitogen-activated protein kinase (EC 2.7.11.24)	Ctob_002184	Chrysochromulina tobinii	381			ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]	ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]	GO:0004707; GO:0005524; GO:0106310; GO:0106311	
A0A0M0JXZ5	A0A0M0JXZ5_9EUKA	unreviewed	Saicar synthase-like protein	Ctob_010634	Chrysochromulina tobinii	134			ATP binding [GO:0005524]; phosphatidylinositol phosphate kinase activity [GO:0016307]	ATP binding [GO:0005524]; phosphatidylinositol phosphate kinase activity [GO:0016307]	GO:0005524; GO:0016307	
A0A0M0K8S2	A0A0M0K8S2_9EUKA	unreviewed	F5 8 type c domain-containing protein (Fragment)	Ctob_015548	Chrysochromulina tobinii	616		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0K0Y8	A0A0M0K0Y8_9EUKA	unreviewed	Sel1 repeat protein	Ctob_013860	Chrysochromulina tobinii	1597						
A0A0M0JFP3	A0A0M0JFP3_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_009420	Chrysochromulina tobinii	183						
A0A0M0K3L2	A0A0M0K3L2_9EUKA	unreviewed	ATP-binding cassette sub-family g member 1 isoform 1	Ctob_008770	Chrysochromulina tobinii	619		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; ATPase-coupled transmembrane transporter activity [GO:0042626]	ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]	GO:0005524; GO:0016021; GO:0042626	
A0A0M0J549	A0A0M0J549_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_003130	Chrysochromulina tobinii	591						
A0A0M0JQZ0	A0A0M0JQZ0_9EUKA	unreviewed	DNA helicase (EC 3.6.4.12)	Ctob_004892	Chrysochromulina tobinii	776			ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0140603]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0140603]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]	GO:0003677; GO:0003678; GO:0005524; GO:0140603	
A0A0M0J8J8	A0A0M0J8J8_9EUKA	unreviewed	DNA excision repair protein ercc-6	Ctob_000640	Chrysochromulina tobinii	753			ATP binding [GO:0005524]; nucleosome-dependent ATPase activity [GO:0070615]	ATP binding [GO:0005524]; nucleosome-dependent ATPase activity [GO:0070615]	GO:0005524; GO:0070615	
A0A0M0K9A0	A0A0M0K9A0_9EUKA	unreviewed	Cd4-specific ankyrin repeat protein	Ctob_014937	Chrysochromulina tobinii	908	signal transduction [GO:0007165]		signal transduction [GO:0007165]		GO:0007165	
A0A0M0JNY2	A0A0M0JNY2_9EUKA	unreviewed	Homeobox domain-containing protein	Ctob_007038	Chrysochromulina tobinii	467		nucleus [GO:0005634]	nucleus [GO:0005634]; DNA binding [GO:0003677]	DNA binding [GO:0003677]	GO:0003677; GO:0005634	
A0A0M0K214	A0A0M0K214_9EUKA	unreviewed	3-isopropylmalate dehydrogenase (EC 1.1.1.85)	Ctob_010460	Chrysochromulina tobinii	365	branched-chain amino acid biosynthetic process [GO:0009082]; leucine biosynthetic process [GO:0009098]		3-isopropylmalate dehydrogenase activity [GO:0003862]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]; branched-chain amino acid biosynthetic process [GO:0009082]; leucine biosynthetic process [GO:0009098]	3-isopropylmalate dehydrogenase activity [GO:0003862]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]	GO:0000287; GO:0003862; GO:0009082; GO:0009098; GO:0051287	
A0A0M0JTD9	A0A0M0JTD9_9EUKA	unreviewed	Beta-galactosidase (EC 3.2.1.23)	Ctob_010473	Chrysochromulina tobinii	1068	carbohydrate metabolic process [GO:0005975]		beta-galactosidase activity [GO:0004565]; carbohydrate binding [GO:0030246]; carbohydrate metabolic process [GO:0005975]	beta-galactosidase activity [GO:0004565]; carbohydrate binding [GO:0030246]	GO:0004565; GO:0005975; GO:0030246	
A0A0M0JGA5	A0A0M0JGA5_9EUKA	unreviewed	Uncharacterized protein (Fragment)	Ctob_002142	Chrysochromulina tobinii	433		integral component of membrane [GO:0016021]	integral component of membrane [GO:0016021]		GO:0016021	
A0A0M0KC38	A0A0M0KC38_9EUKA	unreviewed	Tetratricopeptide-like helical domain-containing protein	Ctob_014182	Chrysochromulina tobinii	619						
